season,player_name,role,base_price_lakhs,sold,sold_price_lakhs,team_name
2019,M Muralidaran,Bowler,150,Yes,670,Kolkata Knight Riders
2019,SB Bangar,All-rounder,40,Yes,285,Delhi Capitals
2019,JJ Bumrah,Bowler,30,Yes,45,Chennai Super Kings
2019,NJ Maddinson,All-rounder,40,No,,
2019,SK Rasheed,Batter,50,Yes,85,Chennai Super Kings
2019,CJ Jordan,Bowler,150,Yes,885,Sunrisers Hyderabad
2019,DAJ Bracewell,Bowler,75,Yes,395,Mumbai Indians
2019,SMSM Senanayake,Wicketkeeper,30,No,,
2019,KP Pietersen,Batter,50,No,,
2019,Younis Khan,All-rounder,30,No,,
2019,TM Srivastava,Bowler,20,Yes,150,Punjab Kings
2019,SA Yadav,Batter,150,No,,
2019,RS Bopara,Batter,20,Yes,125,Delhi Capitals
2019,MF Maharoof,Bowler,75,No,,
2019,AT Rayudu,Batter,30,Yes,140,Chennai Super Kings
2019,Abhishek Sharma,Batter,50,Yes,135,Kolkata Knight Riders
2019,D Salunkhe,Batter,40,Yes,255,Rajasthan Royals
2019,KS Williamson,Batter,100,Yes,400,Sunrisers Hyderabad
2019,Gagandeep Singh,Batter,30,No,,
2019,K Santokie,Bowler,150,Yes,710,Punjab Kings
2019,KA Jamieson,Bowler,200,No,,
2019,SS Iyer,Batter,100,Yes,545,Punjab Kings
2019,JM Bairstow,Batter,100,Yes,250,Kolkata Knight Riders
2019,J Overton,Wicketkeeper,75,No,,
2019,S Sandeep Warrier,All-rounder,200,Yes,325,Rajasthan Royals
2019,SP Goswami,All-rounder,75,Yes,775,Mumbai Indians
2019,MA Starc,Bowler,75,Yes,190,Mumbai Indians
2019,J Yadav,Wicketkeeper,100,No,,
2019,Mohammed Siraj,Bowler,75,Yes,315,Royal Challengers Bangalore
2019,LG Pretorius,Bowler,40,Yes,290,Royal Challengers Bangalore
2019,S Aravind,Bowler,50,Yes,155,Kolkata Knight Riders
2019,Prince Yadav,All-rounder,150,Yes,1185,Kolkata Knight Riders
2019,Mukesh Kumar,Bowler,200,Yes,1460,Royal Challengers Bangalore
2019,MJ McClenaghan,Bowler,30,Yes,200,Delhi Capitals
2020/21,Abhinandan Singh,Bowler,100,Yes,340,Punjab Kings
2020/21,AM Salvi,All-rounder,20,Yes,90,Delhi Capitals
2020/21,Yuvraj Singh,All-rounder,200,Yes,1940,Royal Challengers Bangalore
2020/21,KMA Paul,Bowler,50,Yes,105,Kolkata Knight Riders
2020/21,Kamran Khan,Batter,30,Yes,80,Chennai Super Kings
2020/21,MS Wade,All-rounder,40,Yes,305,Delhi Capitals
2020/21,MJ Suthar,Wicketkeeper,30,Yes,35,Delhi Capitals
2020/21,BKG Mendis,Wicketkeeper,50,Yes,235,Kolkata Knight Riders
2020/21,Yudhvir Singh,Bowler,75,Yes,595,Sunrisers Hyderabad
2020/21,GS Sandhu,Batter,20,Yes,115,Rajasthan Royals
2020/21,W O'Rourke,Batter,20,Yes,60,Delhi Capitals
2020/21,SS Iyer,Batter,75,Yes,570,Mumbai Indians
2020/21,S Narwal,All-rounder,30,Yes,220,Rajasthan Royals
2020/21,A Mhatre,Batter,100,Yes,705,Chennai Super Kings
2020/21,SL Malinga,Bowler,150,No,,
2020/21,SK Trivedi,Bowler,30,Yes,155,Punjab Kings
2020/21,M Ntini,All-rounder,30,Yes,305,Royal Challengers Bangalore
2020/21,AM Nayar,All-rounder,20,Yes,120,Mumbai Indians
2020/21,Jaskaran Singh,Bowler,100,Yes,210,Sunrisers Hyderabad
2020/21,R Bhatia,Bowler,100,Yes,310,Punjab Kings
2020/21,AD Mathews,All-rounder,75,Yes,695,Mumbai Indians
2020/21,KA Pollard,All-rounder,20,Yes,90,Delhi Capitals
2020/21,R Shepherd,All-rounder,150,Yes,715,Royal Challengers Bangalore
2020/21,RR Bhatkal,Bowler,50,Yes,105,Rajasthan Royals
2020/21,CM Gautam,Wicketkeeper,75,Yes,145,Punjab Kings
2020/21,KJ Abbott,Wicketkeeper,40,No,,
2020/21,PJ Cummins,All-rounder,75,Yes,720,Royal Challengers Bangalore
2020/21,T Shamsi,Batter,40,Yes,195,Royal Challengers Bangalore
2020/21,GF Linde,All-rounder,30,Yes,280,Royal Challengers Bangalore
2020/21,CR Woakes,Bowler,20,No,,
2020/21,AJ Tye,Bowler,150,Yes,935,Rajasthan Royals
2020/21,Shakib Al Hasan,All-rounder,75,No,,
2020/21,V Sooryavanshi,Wicketkeeper,30,Yes,190,Royal Challengers Bangalore
2020/21,MA Agarwal,Batter,75,Yes,195,Kolkata Knight Riders
2020/21,Mohit Rathee,Bowler,20,Yes,130,Punjab Kings
2020/21,WPUJC Vaas,Batter,40,Yes,145,Sunrisers Hyderabad
2020/21,S Joseph,Bowler,150,Yes,320,Sunrisers Hyderabad
2020/21,RT Ponting,Bowler,50,Yes,390,Mumbai Indians
2020/21,PK Garg,Wicketkeeper,75,Yes,425,Rajasthan Royals
2020/21,Anureet Singh,All-rounder,50,Yes,485,Kolkata Knight Riders
2020/21,GH Vihari,Wicketkeeper,200,Yes,1415,Sunrisers Hyderabad
2020/21,MS Dhoni,Batter,50,Yes,65,Rajasthan Royals
2020/21,JL Denly,Wicketkeeper,150,Yes,1135,Punjab Kings
2020/21,MA Khote,Batter,20,Yes,135,Chennai Super Kings
2020/21,CK Langeveldt,Batter,20,Yes,75,Kolkata Knight Riders
2020/21,C Munro,Wicketkeeper,20,Yes,110,Rajasthan Royals
2020/21,KP Appanna,Bowler,20,Yes,75,Kolkata Knight Riders
2020/21,Akash Singh,All-rounder,75,Yes,385,Delhi Capitals
2020/21,O Thomas,Batter,20,Yes,110,Royal Challengers Bangalore
2020/21,RS Bopara,Batter,30,Yes,155,Chennai Super Kings
2020/21,Vivrant Sharma,Batter,40,Yes,165,Rajasthan Royals
2020/21,AJ Turner,Batter,40,Yes,240,Sunrisers Hyderabad
2020/21,RD Gaikwad,Batter,50,Yes,165,Sunrisers Hyderabad
2020/21,MC Juneja,Bowler,40,Yes,240,Chennai Super Kings
2020/21,Iqbal Abdulla,Bowler,100,Yes,370,Chennai Super Kings
2020/21,Anirudh Singh,Batter,40,Yes,50,Rajasthan Royals
2020/21,PHKD Mendis,All-rounder,40,Yes,290,Punjab Kings
2020/21,C Green,Batter,40,No,,
2020/21,YK Pathan,All-rounder,40,Yes,165,Mumbai Indians
2020/21,C de Grandhomme,Batter,200,Yes,365,Delhi Capitals
2020/21,P Arya,Wicketkeeper,40,Yes,255,Kolkata Knight Riders
2020/21,RK Bhui,Batter,20,Yes,90,Sunrisers Hyderabad
2020/21,DS Kulkarni,Bowler,20,Yes,100,Sunrisers Hyderabad
2020/21,P Negi,Bowler,200,Yes,310,Sunrisers Hyderabad
2020/21,MA Starc,Bowler,20,No,,
2020/21,SS Cottrell,Wicketkeeper,75,Yes,155,Kolkata Knight Riders
2020/21,DR Shorey,Batter,100,Yes,125,Mumbai Indians
2020/21,RM Patidar,Batter,75,No,,
2020/21,SB Jakati,Bowler,20,Yes,45,Chennai Super Kings
2020/21,VH Zol,Bowler,75,No,,
2020/21,Harmeet Singh,Batter,100,Yes,310,Mumbai Indians
2020/21,HS Dubey,Bowler,100,No,,
2020/21,AT Rayudu,Batter,150,Yes,290,Chennai Super Kings
2020/21,J Fraser-McGurk,Bowler,75,Yes,350,Punjab Kings
2020/21,MS Bhandage,Batter,50,Yes,305,Mumbai Indians
2020/21,KD Karthik,Batter,30,Yes,155,Sunrisers Hyderabad
2020/21,Sohail Tanvir,All-rounder,75,Yes,315,Rajasthan Royals
2020/21,Anuj Rawat,Wicketkeeper,100,Yes,445,Royal Challengers Bangalore
2020/21,BB McCullum,Batter,200,No,,
2020/21,Shahbaz Ahmed,All-rounder,50,No,,
2020/21,MJ McClenaghan,Bowler,20,Yes,110,Chennai Super Kings
2020/21,MM Sharma,Bowler,30,No,,
2021,MJ McClenaghan,Bowler,150,Yes,400,Chennai Super Kings
2021,AG Murtaza,All-rounder,200,Yes,810,Delhi Capitals
2021,KM Jadhav,Batter,30,No,,
2021,Karim Janat,Batter,50,Yes,60,Chennai Super Kings
2021,RK Singh,Batter,200,Yes,1495,Royal Challengers Bangalore
2021,SM Harwood,Wicketkeeper,75,Yes,535,Punjab Kings
2021,FY Fazal,Wicketkeeper,40,Yes,170,Kolkata Knight Riders
2021,A Mhatre,Batter,30,Yes,40,Mumbai Indians
2021,SMSM Senanayake,Wicketkeeper,30,Yes,40,Punjab Kings
2021,DT Patil,Batter,75,Yes,240,Mumbai Indians
2021,Suyash Sharma,Wicketkeeper,50,Yes,150,Punjab Kings
2021,JE Root,Bowler,100,Yes,290,Sunrisers Hyderabad
2021,I Sharma,Bowler,40,Yes,310,Delhi Capitals
2021,AS Roy,Wicketkeeper,30,Yes,145,Kolkata Knight Riders
2021,K Gowtham,Wicketkeeper,75,No,,
2021,JR Hazlewood,Bowler,75,Yes,240,Kolkata Knight Riders
2021,PN Mankad,Wicketkeeper,100,Yes,120,Sunrisers Hyderabad
2021,RE Levi,Bowler,20,Yes,30,Chennai Super Kings
2021,KD Karthik,Batter,150,Yes,1085,Royal Challengers Bangalore
2021,Yash Thakur,Wicketkeeper,200,Yes,1345,Punjab Kings
2021,A Flintoff,Bowler,30,Yes,50,Sunrisers Hyderabad
2021,BB Samantray,Wicketkeeper,200,Yes,1160,Chennai Super Kings
2021,Sumit Kumar,Bowler,200,Yes,515,Sunrisers Hyderabad
2021,KS Rathore,All-rounder,75,Yes,575,Punjab Kings
2021,MA Wood,Batter,100,Yes,120,Punjab Kings
2021,Umran Malik,All-rounder,200,Yes,1100,Chennai Super Kings
2021,RR Raje,Wicketkeeper,40,No,,
2021,SB Jakati,Bowler,40,Yes,240,Chennai Super Kings
2021,AA Kulkarni,Wicketkeeper,30,Yes,45,Punjab Kings
2021,DJ Harris,Bowler,75,Yes,290,Sunrisers Hyderabad
2021,DR Martyn,Batter,50,No,,
2021,KL Nagarkoti,Batter,150,Yes,1005,Chennai Super Kings
2021,KR Mayers,All-rounder,150,Yes,660,Rajasthan Royals
2021,Shahid Afridi,Wicketkeeper,50,Yes,75,Royal Challengers Bangalore
2021,OF Smith,All-rounder,200,Yes,1100,Chennai Super Kings
2021,Naveen-ul-Haq,All-rounder,30,Yes,300,Sunrisers Hyderabad
2021,AC Blizzard,All-rounder,30,Yes,200,Chennai Super Kings
2021,SP Jackson,All-rounder,150,Yes,1095,Punjab Kings
2021,CA Ingram,All-rounder,30,No,,
2021,P Awana,Bowler,20,Yes,85,Royal Challengers Bangalore
2021,D Brevis,All-rounder,75,Yes,405,Rajasthan Royals
2021,SE Rutherford,All-rounder,50,Yes,425,Punjab Kings
2021,NA Saini,All-rounder,75,Yes,720,Rajasthan Royals
2021,R Sanjay Yadav,Bowler,30,Yes,135,Mumbai Indians
2021,KMDN Kulasekara,All-rounder,40,Yes,380,Delhi Capitals
2021,ND Doshi,All-rounder,20,Yes,175,Mumbai Indians
2021,VY Mahesh,All-rounder,100,No,,
2021,AM Salvi,All-rounder,20,Yes,135,Kolkata Knight Riders
2021,Prince Yadav,All-rounder,100,Yes,525,Rajasthan Royals
2021,JPR Scantlebury-Searles,Batter,50,Yes,115,Royal Challengers Bangalore
2021,RR Bhatkal,Bowler,150,No,,
2021,V Kaverappa,Batter,40,No,,
2021,Shivang Kumar,Bowler,40,Yes,220,Royal Challengers Bangalore
2021,K Yadav,Wicketkeeper,40,Yes,315,Sunrisers Hyderabad
2021,RJ Harris,Bowler,40,Yes,265,Chennai Super Kings
2021,R Sai Kishore,Bowler,200,Yes,835,Rajasthan Royals
2021,A Singh,Batter,150,Yes,385,Sunrisers Hyderabad
2021,F du Plessis,Batter,150,Yes,1040,Mumbai Indians
2021,RV Patel,Batter,50,Yes,240,Delhi Capitals
2021,Sohail Tanvir,All-rounder,100,No,,
2021,KL Rahul,Batter,200,Yes,875,Punjab Kings
2021,L Ablish,Batter,30,Yes,140,Royal Challengers Bangalore
2021,AS Rajpoot,Wicketkeeper,75,Yes,350,Sunrisers Hyderabad
2021,CL White,All-rounder,30,Yes,240,Kolkata Knight Riders
2021,JDS Neesham,All-rounder,30,Yes,285,Delhi Capitals
2021,AB Agarkar,All-rounder,20,Yes,190,Sunrisers Hyderabad
2021,KR Sen,Batter,100,Yes,785,Rajasthan Royals
2021,M Kaif,All-rounder,75,Yes,570,Delhi Capitals
2021,SE Marsh,Batter,75,Yes,325,Delhi Capitals
2021,R Ravindra,Wicketkeeper,40,Yes,120,Mumbai Indians
2021,DA Payne,Bowler,20,Yes,40,Delhi Capitals
2021,RR Sarwan,Bowler,30,Yes,160,Delhi Capitals
2021,S Sohal,Wicketkeeper,75,Yes,135,Delhi Capitals
2021,M Tiwari,Wicketkeeper,40,Yes,145,Royal Challengers Bangalore
2021,DL Vettori,Batter,40,No,,
2021,S Joseph,Bowler,50,Yes,235,Sunrisers Hyderabad
2021,BE Hendricks,Batter,20,No,,
2021,WP Saha,Batter,40,No,,
2021,TK Curran,Bowler,150,Yes,610,Rajasthan Royals
2021,K Upadhyay,All-rounder,40,Yes,360,Kolkata Knight Riders
2021,TM Dilshan,Batter,20,No,,
2021,AB Barath,Bowler,30,Yes,115,Mumbai Indians
2021,JA Duffy,All-rounder,75,Yes,610,Sunrisers Hyderabad
2022,H Klaasen,Batter,75,Yes,565,Delhi Capitals
2022,M Markande,Bowler,200,No,,
2022,Sikandar Raza,All-rounder,100,Yes,195,Delhi Capitals
2022,TK Curran,Bowler,20,Yes,160,Rajasthan Royals
2022,M Vijay,Batter,75,Yes,110,Delhi Capitals
2022,Naveen-ul-Haq,All-rounder,50,Yes,360,Lucknow Super Giants
2022,Iqbal Abdulla,Bowler,30,Yes,120,Royal Challengers Bangalore
2022,CJ Jordan,Bowler,30,Yes,50,Sunrisers Hyderabad
2022,R Ninan,Wicketkeeper,30,Yes,85,Chennai Super Kings
2022,MV Boucher,Wicketkeeper,200,No,,
2022,A Mishra,Bowler,40,No,,
2022,JJ van der Wath,Batter,150,Yes,495,Delhi Capitals
2022,Mujeeb Ur Rahman,All-rounder,150,Yes,1160,Lucknow Super Giants
2022,M Ntini,All-rounder,200,Yes,1795,Sunrisers Hyderabad
2022,Shivang Kumar,Bowler,30,Yes,110,Gujarat Titans
2022,K Yadav,Wicketkeeper,200,Yes,1510,Chennai Super Kings
2022,R Minz,Wicketkeeper,100,Yes,380,Punjab Kings
2022,Yuvraj Singh,All-rounder,30,Yes,300,Punjab Kings
2022,AD Mathews,All-rounder,30,No,,
2022,Azhar Mahmood,Wicketkeeper,75,Yes,95,Kolkata Knight Riders
2022,R Parag,Batter,150,Yes,560,Kolkata Knight Riders
2022,SM Harwood,Wicketkeeper,30,Yes,215,Punjab Kings
2022,L Ablish,Batter,200,Yes,470,Kolkata Knight Riders
2022,MS Dhoni,Batter,50,Yes,325,Sunrisers Hyderabad
2022,SA Abbott,All-rounder,75,Yes,665,Sunrisers Hyderabad
2022,SS Cottrell,Wicketkeeper,200,Yes,280,Mumbai Indians
2022,JA Morkel,All-rounder,20,Yes,175,Rajasthan Royals
2022,KMDN Kulasekara,All-rounder,200,Yes,1315,Gujarat Titans
2022,J Theron,All-rounder,30,Yes,170,Mumbai Indians
2022,J Overton,Wicketkeeper,20,No,,
2022,Azmatullah Omarzai,Wicketkeeper,20,Yes,40,Kolkata Knight Riders
2022,I Udana,Bowler,40,No,,
2022,SS Prabhudessai,Wicketkeeper,30,Yes,205,Sunrisers Hyderabad
2022,Rasikh Salam,Wicketkeeper,30,Yes,155,Chennai Super Kings
2022,M Vohra,Batter,50,No,,
2022,NB Singh,Batter,150,No,,
2022,Shivam Mavi,Bowler,150,Yes,870,Punjab Kings
2022,HR Shokeen,Wicketkeeper,40,No,,
2022,V Vyshak,Batter,50,Yes,165,Mumbai Indians
2022,Shahid Afridi,Wicketkeeper,30,Yes,115,Delhi Capitals
2022,S Arora,Wicketkeeper,100,Yes,270,Gujarat Titans
2022,DR Sams,Batter,20,Yes,140,Royal Challengers Bangalore
2022,Prabhsimran Singh,Batter,150,Yes,660,Royal Challengers Bangalore
2022,KP Pietersen,Batter,20,Yes,30,Mumbai Indians
2022,Shivam Singh,Wicketkeeper,75,Yes,490,Rajasthan Royals
2022,Suyash Sharma,Wicketkeeper,200,Yes,1095,Royal Challengers Bangalore
2022,DJ Mitchell,All-rounder,200,Yes,580,Rajasthan Royals
2022,K Rabada,Bowler,20,Yes,90,Lucknow Super Giants
2022,RD Chahar,Bowler,30,Yes,30,Delhi Capitals
2022,A Manohar,Wicketkeeper,50,Yes,235,Kolkata Knight Riders
2022,VG Arora,Bowler,30,Yes,190,Lucknow Super Giants
2022,A Kumble,Bowler,50,No,,
2022,AS Roy,Wicketkeeper,50,Yes,90,Delhi Capitals
2022,YS Chahal,Bowler,40,Yes,85,Sunrisers Hyderabad
2022,MJ Henry,Bowler,20,Yes,60,Mumbai Indians
2022,Virat Singh,Wicketkeeper,150,Yes,995,Delhi Capitals
2022,R Bishnoi,All-rounder,200,Yes,355,Mumbai Indians
2022,B Laughlin,Bowler,40,No,,
2022,Sohail Tanvir,All-rounder,200,Yes,1890,Gujarat Titans
2022,Mohit Rathee,Bowler,200,Yes,785,Lucknow Super Giants
2022,Kartik Sharma,Bowler,100,No,,
2022,GD McGrath,Batter,100,Yes,615,Kolkata Knight Riders
2022,JEC Franklin,Batter,50,No,,
2022,Harshit Rana,Bowler,30,Yes,40,Sunrisers Hyderabad
2022,DPMD Jayawardene,Batter,150,Yes,790,Royal Challengers Bangalore
2022,AB McDonald,Bowler,40,Yes,170,Rajasthan Royals
2022,A Zampa,Bowler,50,No,,
2022,SC Ganguly,Batter,50,Yes,290,Punjab Kings
2022,Arshdeep Singh,Bowler,20,Yes,140,Delhi Capitals
2022,AN Ahmed,Bowler,200,Yes,680,Rajasthan Royals
2022,S Gopal,Bowler,75,Yes,490,Lucknow Super Giants
2022,SS Shaikh,All-rounder,40,No,,
2022,GC Smith,Bowler,50,Yes,235,Chennai Super Kings
2022,S Lamichhane,All-rounder,50,Yes,275,Lucknow Super Giants
2022,SM Katich,Wicketkeeper,20,Yes,55,Rajasthan Royals
2022,BMAJ Mendis,Batter,100,Yes,725,Rajasthan Royals
2022,BJ Rohrer,Bowler,40,No,,
2022,Ankit Sharma,Bowler,150,Yes,645,Mumbai Indians
2022,S Sandeep Warrier,All-rounder,20,Yes,115,Rajasthan Royals
2022,C Green,Batter,30,Yes,45,Sunrisers Hyderabad
2022,M Kaif,All-rounder,20,No,,
2022,TG Southee,Bowler,40,Yes,220,Punjab Kings
2022,SPD Smith,Batter,30,Yes,95,Mumbai Indians
2022,RR Bose,Wicketkeeper,200,Yes,235,Lucknow Super Giants
2022,DJM Short,Bowler,200,No,,
2022,BA Stokes,All-rounder,150,No,,
2022,DJG Sammy,Bowler,100,Yes,100,Sunrisers Hyderabad
2023,AT Carey,All-rounder,30,Yes,280,Royal Challengers Bangalore
2023,M Rawat,Bowler,20,Yes,115,Delhi Capitals
2023,Swapnil Singh,All-rounder,40,Yes,215,Sunrisers Hyderabad
2023,KM Asif,Batter,20,Yes,25,Delhi Capitals
2023,R Ninan,Wicketkeeper,50,Yes,195,Gujarat Titans
2023,AB Dinda,Bowler,100,Yes,565,Punjab Kings
2023,JP Duminy,All-rounder,200,Yes,500,Sunrisers Hyderabad
2023,MP Breetzke,Bowler,75,No,,
2023,WPUJC Vaas,Batter,50,Yes,150,Sunrisers Hyderabad
2023,J Theron,All-rounder,20,Yes,110,Royal Challengers Bangalore
2023,T Shamsi,Batter,40,No,,
2023,SA Yadav,Batter,75,No,,
2023,R Vinay Kumar,Bowler,40,Yes,50,Royal Challengers Bangalore
2023,RT Ponting,Bowler,100,Yes,280,Lucknow Super Giants
2023,F Behardien,All-rounder,40,Yes,65,Kolkata Knight Riders
2023,Sohail Tanvir,All-rounder,100,Yes,540,Punjab Kings
2023,Abishek Porel,Wicketkeeper,40,Yes,300,Gujarat Titans
2023,SC Kuggeleijn,Wicketkeeper,150,No,,
2023,KMDN Kulasekara,All-rounder,200,Yes,2025,Punjab Kings
2023,VH Zol,Bowler,100,Yes,305,Delhi Capitals
2023,AM Rahane,Batter,40,Yes,300,Lucknow Super Giants
2023,PVSN Raju,Bowler,100,Yes,730,Chennai Super Kings
2023,Shashank Singh,Batter,40,Yes,45,Gujarat Titans
2023,LH Ferguson,Bowler,50,Yes,165,Sunrisers Hyderabad
2023,AK Markram,Batter,50,Yes,325,Lucknow Super Giants
2023,BA Stokes,All-rounder,75,Yes,465,Kolkata Knight Riders
2023,M Pathirana,Bowler,200,No,,
2023,LJ Wright,Wicketkeeper,150,Yes,785,Kolkata Knight Riders
2023,NK Patel,All-rounder,20,Yes,155,Punjab Kings
2023,SB Wagh,Bowler,150,Yes,165,Punjab Kings
2023,AD Mascarenhas,Batter,100,Yes,410,Punjab Kings
2023,W Jaffer,All-rounder,30,Yes,160,Kolkata Knight Riders
2023,LMP Simmons,Batter,150,Yes,995,Sunrisers Hyderabad
2023,DJ Harris,Bowler,150,Yes,765,Rajasthan Royals
2023,SPD Smith,Batter,30,Yes,130,Royal Challengers Bangalore
2023,RK Bhui,Batter,100,No,,
2023,TH David,Batter,150,Yes,820,Chennai Super Kings
2023,AS Raut,All-rounder,75,Yes,415,Rajasthan Royals
2023,RM Patidar,Batter,40,Yes,145,Kolkata Knight Riders
2023,TM Dilshan,Batter,200,No,,
2023,E Malinga,Batter,75,Yes,370,Lucknow Super Giants
2023,CA Pujara,Bowler,200,Yes,205,Kolkata Knight Riders
2023,KMA Paul,Bowler,75,No,,
2023,HH Gibbs,Bowler,200,Yes,1450,Chennai Super Kings
2023,R Shepherd,All-rounder,150,Yes,1135,Royal Challengers Bangalore
2023,BB Samantray,Wicketkeeper,50,Yes,145,Mumbai Indians
2023,SR Tendulkar,Batter,30,Yes,150,Lucknow Super Giants
2023,OC McCoy,Wicketkeeper,150,Yes,650,Delhi Capitals
2023,RW Price,Batter,30,Yes,150,Punjab Kings
2023,TD Paine,Batter,75,Yes,150,Royal Challengers Bangalore
2023,FA Allen,Wicketkeeper,200,Yes,275,Royal Challengers Bangalore
2023,GJ Maxwell,All-rounder,100,Yes,1000,Rajasthan Royals
2023,KB Arun Karthik,All-rounder,20,Yes,140,Delhi Capitals
2023,Kuldeep Yadav,Bowler,30,Yes,160,Gujarat Titans
2023,J Overton,Wicketkeeper,30,No,,
2023,PJ Sangwan,Bowler,100,No,,
2023,Shoaib Akhtar,Bowler,75,Yes,435,Delhi Capitals
2023,MM Sharma,Bowler,30,Yes,205,Gujarat Titans
2023,JC Buttler,Batter,20,Yes,70,Royal Challengers Bangalore
2023,AM Nayar,All-rounder,200,Yes,1920,Rajasthan Royals
2023,AR Patel,All-rounder,30,Yes,100,Kolkata Knight Riders
2023,Litton Das,Wicketkeeper,50,Yes,340,Gujarat Titans
2023,KV Sharma,Bowler,30,Yes,45,Rajasthan Royals
2023,Mustafizur Rahman,Bowler,40,Yes,125,Mumbai Indians
2023,P Dubey,All-rounder,100,No,,
2023,PHKD Mendis,All-rounder,100,Yes,155,Royal Challengers Bangalore
2023,R Dravid,Batter,30,Yes,175,Kolkata Knight Riders
2023,BR Dunk,Wicketkeeper,50,Yes,95,Delhi Capitals
2023,NT Ellis,All-rounder,30,Yes,255,Rajasthan Royals
2023,R Parag,Batter,30,No,,
2023,Shivang Kumar,Bowler,150,Yes,185,Mumbai Indians
2023,R Powell,Wicketkeeper,20,Yes,55,Sunrisers Hyderabad
2023,JM Kemp,Batter,30,Yes,190,Delhi Capitals
2023,Musheer Khan,Bowler,30,Yes,220,Lucknow Super Giants
2023,Y Gnaneswara Rao,Wicketkeeper,40,Yes,80,Punjab Kings
2023,LPC Silva,All-rounder,75,Yes,205,Lucknow Super Giants
2023,Shakib Al Hasan,All-rounder,50,Yes,110,Gujarat Titans
2023,T Henderson,All-rounder,20,Yes,60,Gujarat Titans
2023,AS Rajpoot,Wicketkeeper,75,No,,
2023,DM Bravo,All-rounder,20,No,,
2023,N Saini,Bowler,200,Yes,460,Punjab Kings
2023,Ankit Soni,Batter,30,No,,
2023,Y Nagar,Bowler,150,Yes,390,Rajasthan Royals
2023,M Vohra,Batter,30,Yes,55,Punjab Kings
2023,DJ Malan,Wicketkeeper,40,No,,
2023,JJ van der Wath,Batter,75,Yes,120,Gujarat Titans
2023,Abdul Samad,Bowler,200,Yes,840,Chennai Super Kings
2023,B Sumanth,All-rounder,75,Yes,375,Sunrisers Hyderabad
2023,DA Miller,Batter,150,No,,
2023,JC Archer,Bowler,200,Yes,1600,Punjab Kings
2024,Shahid Afridi,Wicketkeeper,200,Yes,960,Sunrisers Hyderabad
2024,B Lee,All-rounder,20,No,,
2024,MA Wood,Batter,30,Yes,210,Rajasthan Royals
2024,Mashrafe Mortaza,All-rounder,200,Yes,580,Sunrisers Hyderabad
2024,R Ashwin,All-rounder,75,Yes,190,Royal Challengers Bangalore
2024,SSB Magala,Wicketkeeper,150,No,,
2024,Shivam Sharma,Batter,200,Yes,1000,Gujarat Titans
2024,Anirudh Singh,Batter,200,No,,
2024,BJ Rohrer,Bowler,20,Yes,105,Rajasthan Royals
2024,CJ Ferguson,Bowler,150,Yes,955,Lucknow Super Giants
2024,MA Starc,Bowler,75,Yes,385,Punjab Kings
2024,MD Mishra,All-rounder,40,Yes,320,Punjab Kings
2024,T Kohli,Wicketkeeper,20,Yes,80,Punjab Kings
2024,S Badrinath,Batter,100,Yes,565,Rajasthan Royals
2024,B Indrajith,Bowler,50,Yes,255,Kolkata Knight Riders
2024,VVS Laxman,Batter,30,Yes,65,Delhi Capitals
2024,DB Das,Wicketkeeper,100,Yes,705,Mumbai Indians
2024,AS Joseph,Batter,150,Yes,645,Delhi Capitals
2024,LH Ferguson,Bowler,20,Yes,75,Punjab Kings
2024,DS Lehmann,Bowler,30,Yes,170,Sunrisers Hyderabad
2024,KR Mayers,All-rounder,100,Yes,825,Sunrisers Hyderabad
2024,DT Christian,Bowler,100,Yes,355,Royal Challengers Bangalore
2024,S Joseph,Bowler,150,Yes,1040,Kolkata Knight Riders
2024,MEK Hussey,Batter,30,Yes,85,Gujarat Titans
2024,BR Dunk,Wicketkeeper,75,Yes,195,Lucknow Super Giants
2024,H Das,Bowler,30,Yes,100,Lucknow Super Giants
2024,MN Samuels,Bowler,30,No,,
2024,V Kaverappa,Batter,200,Yes,1315,Rajasthan Royals
2024,PD Salt,Batter,75,No,,
2024,JD Unadkat,Bowler,150,Yes,585,Gujarat Titans
2024,YV Takawale,Wicketkeeper,75,Yes,430,Lucknow Super Giants
2024,TR Birt,Wicketkeeper,40,Yes,185,Mumbai Indians
2024,Yash Dayal,Bowler,40,Yes,225,Lucknow Super Giants
2024,Rahmanullah Gurbaz,Wicketkeeper,200,No,,
2024,S Dube,Batter,150,Yes,215,Lucknow Super Giants
2024,JA Morkel,All-rounder,50,Yes,175,Punjab Kings
2024,Y Gnaneswara Rao,Wicketkeeper,75,Yes,525,Rajasthan Royals
2024,SP Fleming,Batter,30,No,,
2024,MD Choudhary,Batter,75,Yes,210,Delhi Capitals
2024,L Ngidi,Bowler,50,Yes,100,Rajasthan Royals
2024,O Thomas,Batter,20,No,,
2024,Salman Butt,Bowler,75,Yes,595,Sunrisers Hyderabad
2024,S Rana,Wicketkeeper,150,Yes,435,Mumbai Indians
2024,MF Maharoof,Bowler,20,No,,
2024,P Dogra,Bowler,75,Yes,525,Gujarat Titans
2024,PR Veer,Bowler,200,Yes,1455,Mumbai Indians
2024,CK Kapugedera,Bowler,100,Yes,145,Lucknow Super Giants
2024,Yashpal Singh,All-rounder,150,Yes,1405,Punjab Kings
2024,N Jagadeesan,Batter,150,Yes,750,Royal Challengers Bangalore
